t,x,y,id,
3.2195,3.30793,2.51282,4,
3.22,3.30399,2.51486,4,
3.2205,3.28838,2.51593,4,
3.221,3.24624,2.49646,4,
3.2215,3.25461,2.48514,4,
3.222,3.26249,2.47933,4,
3.2225,3.24583,2.4706,4,
3.223,3.22842,2.47848,4,
3.2235,3.24,2.49021,4,
3.224,3.25911,2.45846,4,
3.2245,3.29228,2.46694,4,
3.225,3.30158,2.49485,4,
3.2255,3.317,2.49993,4,
3.226,3.33245,2.47232,4,
3.2265,3.33278,2.48205,4,
3.227,3.34191,2.47628,4,
3.2275,3.32036,2.44614,4,
3.228,3.30189,2.44904,4,
3.2285,3.27732,2.45595,4,
3.229,3.26326,2.45223,4,
3.2295,3.2651,2.43849,4,
3.23,3.27161,2.44945,4,
3.2305,3.26715,2.42994,4,
3.231,3.28956,2.4241,4,
3.2315,3.3117,2.42149,4,
3.232,3.35185,2.39816,4,
3.2325,3.37264,2.36897,4,
3.233,3.37015,2.38411,4,
3.2335,3.35546,2.35241,4,
3.234,3.31123,2.36779,4,
3.2345,3.23997,2.37477,4,
3.235,3.28026,2.33405,4,
3.2355,3.30405,2.30135,4,
3.236,3.32622,2.34308,4,
3.2365,3.31747,2.32145,4,
3.237,3.2465,2.33425,4,
3.2375,3.28101,2.35279,4,
3.238,3.2964,2.35119,4,
3.2385,3.22674,2.40494,4,
3.239,3.16519,2.47348,5,
3.2395,3.1873,2.50236,5,
3.24,3.19242,2.49515,5,
3.2405,3.19167,2.49095,5,
3.241,3.21965,2.50001,5,
3.2415,3.2271,2.50089,5,
3.242,3.25841,2.50043,5,
3.2425,3.27971,2.49887,5,
3.243,3.27228,2.51419,5,
3.2435,3.25462,2.53226,5,
3.244,3.28282,2.50243,5,
3.2445,3.24144,2.49711,5,
3.245,3.24232,2.50508,5,
3.2455,3.24297,2.50708,5,
3.246,3.20184,2.49576,5,
3.2465,3.16408,2.52382,5,
3.247,3.11789,2.5267,5,
3.2475,3.18814,2.50554,5,
3.248,3.18435,2.49549,5,
3.2485,3.21721,2.49666,5,
3.249,3.24798,2.51668,5,
3.2495,3.26857,2.51142,5,
3.25,3.26813,2.5311,5,
3.2505,3.29129,2.52589,5,
3.251,3.31867,2.51661,5,
3.2515,3.28851,2.50616,5,
3.252,3.31554,2.47175,5,
3.2525,3.26092,2.49839,5,
3.253,3.23019,2.49579,5,
3.2535,3.24315,2.48482,5,
3.254,3.24604,2.47713,5,
3.2545,3.26202,2.48918,5,
3.255,3.26918,2.49773,5,
3.2555,3.28776,2.50222,5,
3.256,3.30893,2.50596,5,
3.2565,3.27732,2.51634,5,
3.257,3.32473,2.52641,5,
3.2575,3.29448,2.51893,5,
3.258,3.29023,2.50175,5,
3.2585,3.25876,2.47886,5,
3.259,3.28189,2.42885,5,
3.2595,3.25005,2.4293,5,
3.26,3.234,2.41103,5,
3.2605,3.1992,2.42066,5,
3.261,3.19849,2.42452,5,
3.2615,3.20531,2.40575,5,
3.262,3.23795,2.40293,5,
3.2625,3.23852,2.41943,5,
3.263,3.24049,2.44493,5,
3.2635,3.30596,2.44568,5,
3.264,3.27144,2.442,5,
3.2645,3.27819,2.44951,5,
3.265,3.21948,2.45059,5,
3.2655,3.22777,2.45823,5,
3.266,3.25236,2.43067,5,
3.2665,3.25585,2.42666,5,
3.267,3.24441,2.40415,5,
3.2675,3.25226,2.40935,5,
3.268,3.22293,2.41847,5,
3.2685,3.25706,2.40248,5,
3.269,3.28785,2.40046,5,
3.2695,3.33151,2.42347,5,
3.27,3.34719,2.41991,5,
3.2705,3.36849,2.4369,5,
3.271,3.3569,2.42096,5,
3.2715,3.34615,2.42578,5,
3.272,3.33096,2.41405,5,
3.2725,3.33084,2.38266,5,
3.273,3.29732,2.39345,5,
3.2735,3.26593,2.40793,5,
3.274,3.26117,2.40509,5,
3.2745,3.27223,2.41056,5,
3.275,3.25002,2.38753,5,
3.2755,3.27328,2.40165,5,
3.276,3.27197,2.4132,5,
3.2765,3.28121,2.37752,5,
3.277,3.32376,2.3856,5,
3.2775,3.33306,2.38996,5,
3.278,3.33219,2.39713,5,
3.2785,3.3272,2.40992,5,
3.279,3.29028,2.40559,5,
3.2795,3.26664,2.41542,5,
3.28,3.27634,2.39347,5,
3.2805,3.26895,2.38827,5,
3.281,3.27651,2.36438,5,
3.2815,3.23793,2.39331,5,
3.282,3.24873,2.39164,5,
3.2825,3.25957,2.38499,5,
3.283,3.27105,2.39435,5,
3.2835,3.31657,2.37908,5,
3.284,3.35372,2.38196,5,
3.2845,3.38179,2.40851,5,
3.285,3.36495,2.40984,5,
3.2855,3.37399,2.41829,5,
3.286,3.37578,2.41459,5,
3.2865,3.34974,2.4125,5,
3.287,3.3322,2.41337,5,
3.2875,3.29489,2.44821,5,
3.288,3.28806,2.44797,5,
3.2885,3.25061,2.43675,5,
3.289,3.25998,2.44451,5,
3.2895,3.25971,2.41666,5,
3.29,3.25148,2.41033,5,
3.2905,3.25032,2.42653,5,
3.291,3.30027,2.42873,5,
3.2915,3.27843,2.40232,5,
3.292,3.25902,2.43097,5,
3.2925,3.26371,2.44244,5,
3.293,3.27891,2.44372,5,
3.2935,3.24876,2.46214,5,
3.294,3.2314,2.45612,5,
3.2945,3.26657,2.39821,5,
3.295,3.24424,2.39159,5,
3.2955,3.24827,2.39737,5,
3.296,3.26748,2.39668,5,
3.2965,3.25817,2.36759,5,
3.297,3.29552,2.34618,5,
3.2975,3.30089,2.36939,5,
3.298,3.33674,2.36606,5,
3.2985,3.34888,2.39638,5,
3.299,3.3391,2.39131,5,
3.2995,3.34821,2.38307,5,
3.3,3.31941,2.38125,5,
3.3005,3.32993,2.371,5,
3.301,3.35298,2.36083,5,
3.3015,3.3505,2.36925,5,
3.302,3.34332,2.37506,5,
3.3025,3.30515,2.3756,5,
3.303,3.31282,2.37876,5,
3.3035,3.31826,2.37112,5,
3.304,3.30432,2.38802,5,
3.3045,3.32432,2.40093,5,
3.305,3.3523,2.41672,5,
3.3055,3.35549,2.4201,5,
3.306,3.38324,2.40917,5,
3.3065,3.3807,2.42594,5,
3.307,3.35319,2.41727,5,
3.3075,3.32245,2.42597,5,
3.308,3.31538,2.42151,5,
3.3085,3.29569,2.41021,5,
3.309,3.28377,2.40125,5,
3.3095,3.30754,2.40016,5,
3.31,3.33142,2.40757,5,
3.3105,3.27901,2.40194,5,
3.311,3.28417,2.42634,5,
3.3115,3.29189,2.43035,5,
3.312,3.30831,2.42317,5,
3.3125,3.30741,2.42749,5,
3.313,3.32682,2.42679,5,
3.3135,3.32618,2.4398,5,
3.314,3.35181,2.41315,5,
3.3145,3.30634,2.39634,5,
3.315,3.29216,2.40522,5,
3.3155,3.2719,2.40286,5,
3.316,3.25177,2.38173,5,
3.3165,3.26341,2.37949,5,
3.317,3.29231,2.39589,5,
3.3175,3.31543,2.3818,5,
3.318,3.34377,2.38837,5,
3.3185,3.37809,2.40493,5,
3.319,3.3809,2.42834,5,
3.3195,3.39114,2.40369,5,
3.32,3.41377,2.4055,5,
3.3205,3.42386,2.40857,5,
3.321,3.42264,2.41975,5,
3.3215,3.44584,2.41193,5,
3.322,3.43119,2.38401,5,
3.3225,3.42214,2.38847,5,
3.323,3.40206,2.39209,5,
3.3235,3.43919,2.38345,5,
3.324,3.43419,2.36986,5,
3.3245,3.42403,2.36313,5,
3.325,3.43697,2.36537,5,
3.3255,3.40788,2.36837,5,
3.326,3.44144,2.38356,5,
3.3265,3.45414,2.3948,5,
3.327,3.46032,2.38329,5,
3.3275,3.45485,2.39356,5,
3.328,3.45637,2.40926,5,
3.3285,3.4305,2.40278,5,
3.329,3.41738,2.3983,5,
3.3295,3.4043,2.38832,5,
3.33,3.43855,2.38462,5,
3.3305,3.42072,2.39366,5,
3.331,3.43618,2.36869,5,
3.3315,3.4587,2.36078,5,
3.332,3.46596,2.35663,5,
3.3325,3.4961,2.35933,5,
3.333,3.50225,2.36097,5,
3.3335,3.50882,2.36928,5,
3.334,3.51163,2.36324,5,
3.3345,3.49978,2.37497,5,
3.335,3.48815,2.39475,5,
3.3355,3.48474,2.38608,5,
3.336,3.47138,2.37823,5,
3.3365,3.46904,2.3814,5,
3.337,3.4637,2.38513,5,
3.3375,3.46073,2.38264,5,
3.338,3.47703,2.40224,5,
3.3385,3.46334,2.41547,5,
3.339,3.46828,2.41884,5,
3.3395,3.46309,2.42997,5,
3.34,3.44972,2.43701,5,
3.3405,3.48894,2.43938,5,
3.341,3.50283,2.4364,5,
3.3415,3.50145,2.4339,5,
3.342,3.45941,2.40923,5,
3.3425,3.42635,2.42791,5,
3.343,3.39932,2.42179,5,
3.3435,3.41003,2.42219,5,
3.344,3.42718,2.42092,5,
3.3445,3.39466,2.42259,5,
3.345,3.40928,2.43083,5,
3.3455,3.42373,2.42142,5,
3.346,3.42685,2.41681,5,
3.3465,3.42098,2.43708,5,
3.347,3.46379,2.44452,5,
3.3475,3.45133,2.44297,5,
3.348,3.42998,2.45715,5,
3.3485,3.45241,2.43229,5,
3.349,3.39952,2.44548,5,
3.3495,3.41717,2.42276,5,
3.35,3.43891,2.42288,5,
3.3505,3.41741,2.42428,5,
3.351,3.38326,2.41692,5,
3.3515,3.43008,2.41072,5,
3.352,3.42718,2.38445,5,
3.3525,3.42912,2.39896,5,
3.353,3.44982,2.40996,5,
3.3535,3.4761,2.41065,5,
3.354,3.50136,2.39826,5,
3.3545,3.51267,2.41374,5,
3.355,3.49105,2.42281,5,
3.3555,3.50237,2.42205,5,
3.356,3.50088,2.40915,5,
3.3565,3.49082,2.41198,5,
3.357,3.49759,2.40845,5,
3.3575,3.49006,2.41227,5,
3.358,3.49179,2.41359,5,
3.3585,3.44635,2.40165,5,
3.359,3.4341,2.40845,5,
3.3595,3.4716,2.41719,5,
3.36,3.49964,2.42255,5,
3.3605,3.49277,2.42994,5,
3.361,3.49991,2.43664,5,
3.3615,3.52024,2.43284,5,
3.362,3.52768,2.4296,5,
3.3625,3.52093,2.43032,5,
3.363,3.52045,2.41425,5,
3.3635,3.48914,2.42584,5,
3.364,3.51047,2.43124,5,
3.3645,3.53865,2.4319,5,
3.365,3.53609,2.43594,5,
3.3655,3.53689,2.43405,5,
3.366,3.53215,2.45168,5,
3.3665,3.53755,2.43504,5,
3.367,3.53607,2.43612,5,
3.3675,3.53848,2.44067,5,
3.368,3.55971,2.43447,5,
3.3685,3.58577,2.4115,5,
3.369,3.54578,2.43418,5,
3.3695,3.51595,2.45071,5,
3.37,3.53362,2.445,5,
3.3705,3.53414,2.46915,5,
3.371,3.52509,2.45773,5,
3.3715,3.51257,2.45397,5,
3.372,3.49083,2.46249,5,
3.3725,3.51541,2.45732,5,
3.373,3.52244,2.45815,5,
3.3735,3.54507,2.48467,5,
3.374,3.54361,2.50731,5,
3.3745,3.55269,2.49031,5,
3.375,3.56694,2.501,5,
3.3755,3.53601,2.49146,5,
3.376,3.49867,2.52026,5,
3.3765,3.50338,2.52375,5,
3.377,3.49198,2.53113,5,
3.3775,3.51878,2.55966,5,
3.378,3.46703,2.551,5,
3.3785,3.47544,2.56923,5,
3.379,3.49948,2.58633,5,
3.3795,3.48558,2.56626,5,
3.38,3.47459,2.58581,5,
3.3805,3.45023,2.55686,5,
3.381,3.48359,2.51692,5,
3.3815,3.49246,2.53202,5,
3.382,3.50791,2.53697,5,
3.3825,3.51375,2.55033,5,
3.383,3.50402,2.55671,5,
3.3835,3.48738,2.57194,5,
3.384,3.48288,2.55973,5,
3.3845,3.45322,2.57487,5,
3.385,3.45968,2.56775,5,
3.3855,3.45957,2.58731,5,
3.386,3.45384,2.60957,5,
3.3865,3.4802,2.56954,5,
3.387,3.48075,2.55323,5,
3.3875,3.47416,2.54812,5,
3.388,3.4915,2.56376,5,
3.3885,3.50295,2.56608,5,
3.389,3.49558,2.58758,5,
3.3895,3.49806,2.55969,5,
3.39,3.51027,2.58091,5,
3.3905,3.50782,2.59904,5,
3.391,3.5353,2.57974,5,
3.3915,3.52837,2.57548,5,
3.392,3.53175,2.52191,5,
3.3925,3.53685,2.53025,5,
3.393,3.55657,2.52148,5,
3.3935,3.56858,2.52318,5,
3.394,3.59873,2.48697,5,
3.3945,3.58726,2.47764,5,
3.395,3.59123,2.47641,5,
3.3955,3.57369,2.48981,5,
3.396,3.57531,2.52065,5,
3.3965,3.57358,2.51297,5,
3.397,3.56344,2.53428,5,
3.3975,3.57125,2.55262,5,
3.398,3.57012,2.55103,5,
3.3985,3.58115,2.55726,5,
3.399,3.56208,2.58732,5,
3.3995,3.58052,2.59166,5,
3.4,3.57109,2.58494,5,
3.4005,3.54214,2.57958,5,
3.401,3.5206,2.58328,5,
3.4015,3.53669,2.59357,5,
3.402,3.54904,2.56067,5,
3.4025,3.56509,2.5306,5,
3.403,3.52415,2.55906,5,
3.4035,3.51211,2.53559,5,
3.404,3.53478,2.52368,5,
3.4045,3.53115,2.49965,5,
3.405,3.5059,2.53061,5,
3.4055,3.48641,2.55274,5,
3.406,3.46052,2.55095,5,
3.4065,3.44043,2.55055,5,
3.407,3.4651,2.52884,5,
3.4075,3.44869,2.51037,5,
3.408,3.4626,2.52515,5,
3.4085,3.48867,2.50937,5,
3.409,3.48774,2.50853,5,
3.4095,3.47353,2.5261,5,
3.41,3.48369,2.54242,5,
3.4105,3.44668,2.55682,5,
3.411,3.48472,2.56864,5,
3.4115,3.50305,2.53044,5,
3.412,3.51337,2.52077,5,
3.4125,3.47627,2.52207,5,
3.413,3.48286,2.5361,5,
3.4135,3.49303,2.53019,5,
3.414,3.47194,2.53603,5,
3.4145,3.45322,2.56013,5,
3.415,3.43731,2.57149,5,
3.4155,3.46681,2.58043,5,
3.416,3.48158,2.56758,5,
3.4165,3.47012,2.57191,5,
3.417,3.47046,2.56759,5,
3.4175,3.47853,2.563,5,
3.418,3.45847,2.55334,5,
3.4185,3.44659,2.57281,5,
3.419,3.43973,2.55429,5,
3.4195,3.43368,2.56632,5,
3.42,3.48445,2.53991,5,
3.4205,3.46493,2.54689,5,
3.421,3.42866,2.56706,5,
3.4215,3.44075,2.59019,5,
3.422,3.42842,2.58149,5,
3.4225,3.43372,2.61898,5,
3.423,3.45259,2.59696,5,
3.4235,3.44139,2.60008,5,
3.424,3.45787,2.61873,5,
3.4245,3.48271,2.63229,5,
3.425,3.46888,2.64828,5,
3.4255,3.44874,2.68811,5,
3.426,3.46914,2.67836,5,
3.4265,3.49321,2.66263,5,
3.427,3.48133,2.68035,5,
3.4275,3.46987,2.68386,5,
3.428,3.46955,2.68223,5,
3.4285,3.46128,2.66241,5,
3.429,3.44746,2.66418,5,
3.4295,3.44068,2.69121,5,
3.43,3.45135,2.66953,5,
3.4305,3.44146,2.63286,5,
3.431,3.44611,2.65586,5,
3.4315,3.45087,2.67513,5,
3.432,3.445,2.70121,5,
3.4325,3.45432,2.69485,5,
3.433,3.46089,2.68796,5,
3.4335,3.4621,2.71493,5,
3.434,3.45614,2.70109,5,
3.4345,3.45548,2.70292,5,
3.435,3.41135,2.70467,5,
3.4355,3.43031,2.72094,5,
3.436,3.43397,2.72665,5,
3.4365,3.44265,2.72057,5,
3.437,3.46011,2.71257,5,
3.4375,3.45691,2.72282,5,
3.438,3.45248,2.71744,5,
3.4385,3.45066,2.69466,5,
3.439,3.44053,2.70759,5,
3.4395,3.44117,2.69809,5,
3.44,3.45353,2.68963,5,
3.4405,3.43946,2.74144,5,
3.441,3.4321,2.75368,5,
3.4415,3.43272,2.75764,5,
3.442,3.44395,2.75123,5,
3.4425,3.47408,2.75973,5,
3.443,3.49876,2.75477,5,
3.4435,3.50594,2.73747,5,
3.444,3.49683,2.7464,5,
3.4445,3.47674,2.75376,5,
3.445,3.4748,2.73607,5,
3.4455,3.47966,2.68316,5,
3.446,3.47954,2.68423,5,
3.4465,3.47676,2.68708,5,
3.447,3.46226,2.68309,5,
3.4475,3.4437,2.69659,5,
3.448,3.46147,2.69528,5,
3.4485,3.47461,2.67745,5,
3.449,3.49532,2.68887,5,
3.4495,3.47975,2.70159,5,
3.45,3.45408,2.70696,5,
3.4505,3.43235,2.69865,5,
3.451,3.44794,2.70651,5,
3.4515,3.4267,2.72324,5,
3.452,3.43722,2.71778,5,
3.4525,3.47017,2.69924,5,
3.453,3.47524,2.71184,5,
3.4535,3.49648,2.68551,5,
3.454,3.47505,2.70704,5,
3.4545,3.48558,2.70024,5,
3.455,3.4702,2.69644,5,
3.4555,3.48933,2.69715,5,
3.456,3.48839,2.68823,5,
3.4565,3.48633,2.67752,5,
3.457,3.48332,2.70012,5,
3.4575,3.51191,2.702,5,
3.458,3.51302,2.72403,5,
3.4585,3.491,2.7189,5,
3.459,3.48766,2.69679,5,
3.4595,3.49755,2.71375,5,
3.46,3.51279,2.71846,5,
3.4605,3.50207,2.70988,5,
3.461,3.47795,2.68533,5,
3.4615,3.48414,2.69023,5,
3.462,3.47247,2.70661,5,
3.4625,3.44591,2.69081,5,
3.463,3.46216,2.68744,5,
3.4635,3.49223,2.66349,5,
3.464,3.49154,2.66551,5,
3.4645,3.49,2.65003,5,
3.465,3.48893,2.66469,5,
3.4655,3.46999,2.67093,5,
3.466,3.48587,2.66281,5,
3.4665,3.44182,2.69064,5,
3.467,3.44618,2.67723,5,
3.4675,3.4338,2.65636,5,
3.468,3.42897,2.62844,5,
3.4685,3.41642,2.63341,5,
3.469,3.40908,2.6527,5,
3.4695,3.40576,2.61491,5,
3.47,3.42103,2.61654,5,
3.4705,3.40793,2.61303,5,
3.471,3.41236,2.61367,5,
3.4715,3.41075,2.63144,5,
3.472,3.41595,2.61265,5,
3.4725,3.41605,2.6274,5,
3.473,3.41021,2.61587,5,
3.4735,3.39546,2.61465,5,
3.474,3.41289,2.66375,5,
3.4745,3.41118,2.654,5,
3.475,3.4009,2.63284,5,
3.4755,3.39844,2.64234,5,
3.476,3.43671,2.64382,5,
3.4765,3.43438,2.64884,5,
3.477,3.45429,2.64645,5,
3.4775,3.43345,2.62359,5,
3.478,3.43321,2.63063,5,
3.4785,3.45349,2.62531,5,
3.479,3.45655,2.60801,5,
3.4795,3.46578,2.62412,5,
3.48,3.46333,2.62251,5,
3.4805,3.45593,2.62307,5,
3.481,3.45741,2.62037,5,
3.4815,3.46473,2.64079,5,
3.482,3.44491,2.65281,5,
3.4825,3.45485,2.66957,5,
3.483,3.42764,2.6822,5,
3.4835,3.44917,2.70281,5,
3.484,3.45998,2.72235,5,
3.4845,3.44656,2.69391,5,
3.485,3.47355,2.70916,5,
3.4855,3.45235,2.72381,5,
3.486,3.45921,2.72103,5,
3.4865,3.45907,2.71154,5,
3.487,3.44594,2.70499,5,
3.4875,3.4654,2.67652,5,
3.488,3.46317,2.66428,5,
3.4885,3.46845,2.66063,5,
3.489,3.44822,2.66922,5,
3.4895,3.45394,2.69825,5,
3.49,3.45958,2.69869,5,
3.4905,3.44009,2.67239,5,
3.491,3.4535,2.69156,5,
3.4915,3.47489,2.66853,5,
3.492,3.48942,2.6617,5,
3.4925,3.47775,2.66988,5,
3.493,3.48962,2.70456,5,
3.4935,3.49065,2.67758,5,
3.494,3.4731,2.7009,5,
3.4945,3.47789,2.7245,5,
3.495,3.4883,2.74846,5,
3.4955,3.48261,2.72597,5,
3.496,3.48922,2.70134,5,
3.4965,3.46243,2.69987,5,
3.497,3.46336,2.69823,5,
3.4975,3.48073,2.71009,5,
3.498,3.47577,2.69301,5,
3.4985,3.48234,2.72162,5,
3.499,3.45218,2.70804,5,
3.4995,3.47163,2.69318,5,
3.5,3.49138,2.68766,5,
3.5005,3.48058,2.69216,5,
3.501,3.48684,2.71327,5,
3.5015,3.48814,2.68167,5,
3.502,3.49142,2.70107,5,
3.5025,3.49073,2.70678,5,
3.503,3.47286,2.68833,5,
3.5035,3.46818,2.75098,5,
3.504,3.45152,2.72142,5,
3.5045,3.47988,2.72571,5,
3.505,3.46366,2.74688,5,
3.5055,3.44016,2.74627,5,
3.506,3.42616,2.73504,5,
3.5065,3.44835,2.76149,5,
3.507,3.43506,2.75336,5,
3.5075,3.43931,2.74934,5,
3.508,3.44016,2.72203,5,
3.5085,3.44486,2.73654,5,
3.509,3.43846,2.73405,5,
3.5095,3.43381,2.72994,5,
3.51,3.42938,2.73439,5,
3.5105,3.43674,2.72351,5,
3.511,3.43791,2.7267,5,
3.5115,3.43735,2.75814,5,
3.512,3.43599,2.72533,5,
3.5125,3.42294,2.717,5,
3.513,3.43526,2.70968,5,
3.5135,3.43503,2.72235,5,
3.514,3.41358,2.69604,5,
3.5145,3.41666,2.69587,5,
3.515,3.40196,2.72266,5,
3.5155,3.39185,2.71472,5,
3.516,3.39238,2.7113,5,
3.5165,3.38618,2.70387,5,
3.517,3.39774,2.69358,5,
3.5175,3.40434,2.6907,5,
3.518,3.3936,2.67667,5,
3.5185,3.39307,2.67219,5,
3.519,3.39063,2.68806,5,
3.5195,3.40325,2.71424,5,
3.52,3.3965,2.69465,5,
3.5205,3.4158,2.69702,5,
3.521,3.4295,2.68987,5,
3.5215,3.4201,2.68969,5,
3.522,3.42745,2.6977,5,
3.5225,3.44467,2.71394,5,
3.523,3.43763,2.69431,5,
3.5235,3.4311,2.69177,5,
3.524,3.41404,2.67879,5,
3.5245,3.41947,2.68017,5,
3.525,3.40034,2.68128,5,
3.5255,3.38539,2.66698,5,
3.526,3.38688,2.67537,5,
3.5265,3.39102,2.69862,5,
3.527,3.39698,2.68386,5,
3.5275,3.40331,2.66596,5,
3.528,3.41294,2.66317,5,
3.5285,3.41782,2.66702,5,
3.529,3.41877,2.67382,5,
3.5295,3.43699,2.70071,5,
3.53,3.42351,2.66149,5,
3.5305,3.4013,2.67442,5,
3.531,3.39651,2.69479,5,
3.5315,3.40689,2.71088,5,
3.532,3.43158,2.69696,5,
3.5325,3.44278,2.69303,5,
3.533,3.44952,2.70487,5,
3.5335,3.44692,2.71788,5,
3.534,3.43836,2.70124,5,
3.5345,3.43588,2.72685,5,
3.535,3.44935,2.72597,5,
3.5355,3.46758,2.72278,5,
3.536,3.46272,2.71976,5,
3.5365,3.46395,2.71832,5,
3.537,3.44508,2.69332,5,
3.5375,3.45245,2.68939,5,
3.538,3.4704,2.70084,5,
3.5385,3.4578,2.69661,5,
3.539,3.44802,2.71614,5,
3.5395,3.44143,2.71341,5,
3.54,3.43696,2.71809,5,
3.5405,3.44732,2.73043,5,
3.541,3.42855,2.72068,5,
3.5415,3.40653,2.69691,5,
3.542,3.39796,2.70934,5,
3.5425,3.40491,2.68366,5,
3.543,3.3964,2.69999,5,
3.5435,3.3883,2.73165,5,
3.544,3.41018,2.72558,5,
3.5445,3.39049,2.71805,5,
3.545,3.38056,2.69693,5,
3.5455,3.42722,2.70805,5,
3.546,3.38867,2.67348,5,
3.5465,3.38238,2.68955,5,
3.547,3.38933,2.71658,5,
3.5475,3.39006,2.70875,5,
3.548,3.41201,2.73422,5,
3.5485,3.42819,2.72977,5,
3.549,3.42483,2.72807,5,
3.5495,3.4303,2.74276,5,
3.55,3.42856,2.76438,5,
3.5505,3.41921,2.76114,5,
3.551,3.40101,2.72865,5,
3.5515,3.40831,2.7355,5,
3.552,3.40365,2.69241,5,
3.5525,3.39292,2.69913,5,
3.553,3.39871,2.69761,5,
3.5535,3.39218,2.70296,5,
3.554,3.39307,2.71431,5,
3.5545,3.37394,2.70119,5,
3.555,3.38796,2.70936,5,
3.5555,3.37339,2.71818,5,
3.556,3.36189,2.70602,5,
3.5565,3.35565,2.72215,5,
3.557,3.34362,2.72688,5,
3.5575,3.35582,2.71781,5,
3.558,3.37896,2.73403,5,
3.5585,3.39289,2.74392,5,
3.559,3.37709,2.72205,5,
3.5595,3.36932,2.7137,5,
3.56,3.39997,2.7235,5,
3.5605,3.39746,2.71884,5,
3.561,3.36914,2.71982,5,
3.5615,3.36728,2.71996,5,
3.562,3.38705,2.7126,5,
3.5625,3.38597,2.69759,5,
3.563,3.37288,2.71867,5,
3.5635,3.37413,2.73214,5,
3.564,3.40231,2.7093,5,
3.5645,3.39029,2.70272,5,
3.565,3.40923,2.69185,5,
3.5655,3.41006,2.69217,5,
3.566,3.40881,2.68259,5,
3.5665,3.42309,2.70162,5,
3.567,3.41802,2.72294,5,
3.5675,3.43018,2.71209,5,
3.568,3.40788,2.68914,5,
3.5685,3.39493,2.73261,5,
3.569,3.42899,2.73854,5,
3.5695,3.41235,2.741,5,
3.57,3.42235,2.70667,5,
3.5705,3.40497,2.69963,5,
3.571,3.42574,2.70639,5,
3.5715,3.42804,2.69474,5,
3.572,3.42985,2.69012,5,
3.5725,3.46666,2.71157,5,
3.573,3.4584,2.72361,5,
3.5735,3.42678,2.72624,5,
3.574,3.42248,2.7375,5,
3.5745,3.43602,2.74058,5,
3.575,3.42788,2.73789,5,
3.5755,3.43493,2.71973,5,
3.576,3.4382,2.70509,5,
3.5765,3.43283,2.6921,5,
3.577,3.44501,2.69388,5,
3.5775,3.42017,2.69357,5,
3.578,3.41918,2.7043,5,
3.5785,3.43019,2.72176,5,
3.579,3.4388,2.74989,5,
3.5795,3.44736,2.74468,5,
3.58,3.44627,2.73051,5,
3.5805,3.45219,2.7406,5,
3.581,3.42602,2.73471,5,
3.5815,3.42903,2.72936,5,
3.582,3.43973,2.70579,5,
3.5825,3.44715,2.71383,5,
3.583,3.43272,2.69499,5,
3.5835,3.44927,2.73487,5,
3.584,3.44581,2.73322,5,
3.5845,3.47227,2.75778,5,
3.585,3.45925,2.75294,5,
3.5855,3.46371,2.76831,5,
3.586,3.44918,2.72875,5,
3.5865,3.44661,2.77279,5,
3.587,3.43653,2.75847,5,
3.5875,3.45248,2.76938,5,
3.588,3.46192,2.80111,5,
3.5885,3.4659,2.77301,5,
3.589,3.46397,2.79395,5,
3.5895,3.48141,2.76751,5,
3.59,3.46042,2.76314,5,
3.5905,3.45883,2.74522,5,
3.591,3.45791,2.74714,5,
3.5915,3.43346,2.71908,5,
3.592,3.41396,2.72255,5,
3.5925,3.4239,2.72001,5,
3.593,3.42511,2.7212,5,
3.5935,3.42612,2.7087,5,
3.594,3.45315,2.72835,5,
3.5945,3.46799,2.72782,5,
3.595,3.44908,2.74388,5,
3.5955,3.45227,2.7454,5,
3.596,3.43886,2.74462,5,
3.5965,3.44926,2.74657,5,
3.597,3.43514,2.7711,5,
3.5975,3.41897,2.77239,5,
3.598,3.39949,2.75766,5,
3.5985,3.40556,2.76302,5,
3.599,3.38909,2.75138,5,
3.5995,3.3936,2.76449,5,
3.6,3.4068,2.77636,5,
3.6005,3.42419,2.78774,5,
3.601,3.40127,2.75819,5,
3.6015,3.40826,2.79097,5,
3.602,3.45203,2.81517,5,
3.6025,3.46001,2.79181,5,
3.603,3.44127,2.79625,5,
3.6035,3.46227,2.77439,5,
3.604,3.44267,2.74312,5,
3.6045,3.47733,2.78073,5,
3.605,3.47747,2.8004,5,
3.6055,3.50951,2.80155,5,
3.606,3.47482,2.78865,5,
3.6065,3.43916,2.78282,5,
3.607,3.45805,2.76084,5,
3.6075,3.48036,2.75969,5,
3.608,3.4867,2.76381,5,
3.6085,3.48249,2.76531,5,
3.609,3.47088,2.75159,5,
3.6095,3.48336,2.76678,5,
3.61,3.47642,2.75582,5,
3.6105,3.49072,2.77878,5,
3.611,3.49839,2.78614,5,
3.6115,3.484,2.75557,5,
3.612,3.49182,2.78831,5,
3.6125,3.50667,2.77659,5,
3.613,3.52069,2.78644,5,
3.6135,3.51942,2.77146,5,
3.614,3.50875,2.78765,5,
3.6145,3.5202,2.78342,5,
3.615,3.49173,2.77798,5,
3.6155,3.50018,2.75714,5,
3.616,3.49086,2.74245,5,
3.6165,3.47069,2.72769,5,
3.617,3.48573,2.74715,5,
3.6175,3.48742,2.72134,5,
3.618,3.48283,2.72984,5,
3.6185,3.47245,2.70211,5,
3.619,3.46699,2.71424,5,
