t,x,y
0.0005,3.2159214215338903,4.623788958627969
0.001,3.2276027336660498,4.55022678872474
0.0015,3.1875848065466803,4.462473521531059
0.002,3.1606970776741896,4.4451528487792995
0.0025,3.17994900962987,4.43850194302761
0.003,3.2465345941143595,4.46181052263707
0.0035,3.23959906339239,4.48343200185196
0.004,3.2837125591396497,4.45450360865588
0.0045,3.2885737532450596,4.42667027827203
0.005,3.2906435907752902,4.40495124784129
0.0055,3.2911131436798797,4.37018858254591
0.006,3.2925754592079,4.30904047367482
0.0065,3.2433477232442796,4.352410976557911
0.006999999999999999,3.2761822849099,4.28188386425745
0.0075,3.34437426121469,4.2365568772343
0.008,3.3893683452757597,4.23238828715552
0.0085,3.4036658978088,4.25842485400545
0.009000000000000001,3.3729597936333002,4.24260782265413
0.0095,3.36996913293052,4.25525228436258
0.01,3.42781493693627,4.22247308032046
0.0105,3.40015157519692,4.2407948099457204
0.011000000000000001,3.3834400277394803,4.27440032961227
0.0115,3.40523925432226,4.300351512103759
0.012,3.3840975018843595,4.22397122335144
0.0125,3.40087519129793,4.1942168354900495
0.013000000000000001,3.4079485773093303,4.1749324510245005
0.0135,3.3710149979580297,4.23598958643435
0.013999999999999999,3.34449164248505,4.22691832202605
0.0145,3.3212232093150096,4.21314003056916
0.015,3.36489569219664,4.2076922272327995
0.0155,3.41014233857354,4.21279512329957
0.016,3.47907538320296,4.1473032208771095
0.0165,3.4357406432966,4.0985368125983594
0.017,3.4446331247227104,4.11505850068679
0.0175,3.5053521451416803,4.0828208772665695
0.018000000000000002,3.4961796255588,4.08091830162221
0.0185,3.50811526082586,4.05398821459196
0.019,3.5449861230820296,4.02573776098387
0.0195,3.58089619532373,4.03115203019944
0.02,3.56530476718691,4.03149378525823
0.0205,3.52370142865063,4.0400520537461295
0.021,3.5539707152792,4.00844025186049
0.0215,3.57520632395398,4.01374377650588
0.022000000000000002,3.53743466152473,4.0747448732052405
0.0225,3.5510194960664303,4.06700332145605
0.023,3.48399997359365,4.09033597708794
0.0235,3.4626778484080805,4.01916614621088
0.024,3.47795434769795,4.0007681838252
0.0245,3.4198373830053996,3.9692284208247997
0.025,3.42380263907785,3.9142431308310197
0.0255,3.43297052104168,3.8551349241179103
0.026000000000000002,3.49555223530434,3.8447538519067206
0.0265,3.5197029369827098,3.81780375947856
0.027000000000000003,3.51895277144692,3.7638921017197204
0.0275,3.5218585114988397,3.73465042504406
0.027999999999999997,3.41121565668078,3.74326320594884
0.0285,3.4554118481268903,3.7595331457850496
0.028999999999999998,3.4551099809631096,3.71486485440861
0.0295,3.40160991413926,3.71213304821024
0.03,3.36089841599365,3.7209871439367097
0.0305,3.34097896167772,3.71990949365852
0.031,3.3881714603531004,3.68277147817101
0.0315,3.33999747791546,3.69826866943777
0.032,3.40992850782237,3.77770452307675
0.0325,3.3938823257637996,3.81492917837013
0.033,3.39636435203306,3.7919931387925696
0.0335,3.4011055816254903,3.74101175053667
0.034,3.4202377454760997,3.7092061409584502
0.0345,3.39247967104995,3.7053477266417096
0.035,3.42927609898731,3.7662312028144598
0.0355,3.3646453220252903,3.7281426750102997
0.036000000000000004,3.2842371690019703,3.70312302089186
0.0365,3.24930306785027,3.63838808127188
0.037000000000000005,3.2347214860604,3.59258955272952
0.0375,3.2601029179415297,3.57568942047016
0.038,3.3244359237447103,3.5822615620137594
0.0385,3.38265587269184,3.5679467555063904
0.039,3.3973265115565496,3.54341768187027
0.0395,3.34172909837761,3.57119325657795
0.04,3.3051723316368995,3.59913320389721
0.0405,3.31192473287566,3.5870508889172594
0.040999999999999995,3.3541483417190294,3.6115209809694098
0.0415,3.3299725103260696,3.61239802156035
0.042,3.23460907316512,3.62381601293294
0.0425,3.2694295870708596,3.55785045514287
0.043,3.25179276319157,3.5488868299625405
0.0435,3.24853643626905,3.5375020211962402
0.044000000000000004,3.2260663810473402,3.55325482569951
0.0445,3.28771243232271,3.52908563289289
0.045,3.25462822022146,3.5316167544867003
0.0455,3.26775038380129,3.49448570488826
0.046,3.25973468127907,3.4610706595573997
0.0465,3.3299571658890295,3.52476049157692
0.047,3.3398418664262794,3.4915920500377
0.0475,3.30734488450857,3.50763863535279
0.048,3.28553521253078,3.53625355345703
0.0485,3.2769850297035097,3.5761490741503104
0.049,3.2173470962804402,3.59464103702377
0.0495,3.2629006723558702,3.56861647760409
0.05,3.2465244161877,3.5930274365756696
0.0505,3.22797976775554,3.5621756959619804
0.051,3.22703233116215,3.5590454583609996
0.0515,3.24374906905953,3.5414288544701997
0.052000000000000005,3.2473810203286804,3.5163236400417297
0.0525,3.26705200248906,3.4802532401104505
0.053,3.34934706741095,3.4970858965485
0.0535,3.3724281869675803,3.51993698806193
0.054000000000000006,3.32374505798069,3.5491825310918905
0.0545,3.36432793887509,3.51859236106961
0.055,3.4538189743195598,3.48730668878011
0.0555,3.4793790343816204,3.44288274169247
0.055999999999999994,3.4448463538797904,3.48120393048204
0.0565,3.46907696520059,3.4808757798715
0.057,3.47738154466224,3.54361798626082
0.0575,3.41332406164719,3.50962439546784
0.057999999999999996,3.4005536354687704,3.50077729144263
0.0585,3.34456220393892,3.48089941568625
0.059000000000000004,3.3591792984986095,3.47303596535847
0.0595,3.3673394649565696,3.4607690168763705
0.06,3.36417423831887,3.48872559109957
0.0605,3.32552408208143,3.52921458405651
0.061,3.40406580423424,3.56709941504027
0.0615,3.49465201594228,3.57624492866583
0.062,3.5139296755881397,3.68189897425008
0.0625,3.50457099854158,3.75280139889971
0.063,3.50928556890647,3.7629350526899703
0.0635,3.41073120175313,3.81315481031669
0.064,3.45014574797967,3.79187895897636
0.0645,3.46376703648723,3.7888029700477004
0.065,3.43297076133731,3.7862074818671503
0.0655,3.42220242826302,3.79737846743719
0.066,3.3382918625481097,3.79798755761419
0.0665,3.3370100178752202,3.8380437374085803
0.067,3.3402243155232902,3.81268626790703
0.0675,3.3314616715897296,3.8193171970761
0.068,3.32888404742948,3.82564837982084
0.0685,3.3825200075145094,3.7881969589329
0.069,3.3905017906729102,3.7683254382198
0.0695,3.41682091410198,3.75415045934268
0.07,3.36438085718227,3.77822482300511
0.0705,3.31190904426685,3.8334362935777797
0.071,3.27390578580011,3.8644578320705802
0.0715,3.24105511229509,3.86981050924464
0.07200000000000001,3.22873559767595,3.8282040311392795
0.0725,3.24377105664155,3.78282679458636
0.073,3.26925728062227,3.77894690032067
0.0735,3.2478903616820096,3.76604344099255
0.07400000000000001,3.20794307230254,3.7520596691162904
0.0745,3.24372279843352,3.79380831058555
0.075,3.2627886454546298,3.7811038397350902
0.0755,3.2550554044494,3.83321033595168
0.076,3.25964680896088,3.85173353266832
0.0765,3.3152306468860204,3.88204227804931
0.077,3.23404648778709,3.92566562156735
0.0775,3.24770772804519,3.95737521852681
0.078,3.2465039892142795,3.92880030561584
0.0785,3.2503177926420803,3.97114317954764
0.079,3.26126555540259,3.9591970226470297
0.0795,3.2614108719622004,3.9557735496607
0.08,3.23791565307625,3.9507556141183597
0.0805,3.2734651945287596,3.9636198018091897
0.081,3.30798164162562,3.86270719126314
0.0815,3.2702115766449906,3.84293474707482
0.08199999999999999,3.2857768389968998,3.8070312445009398
0.0825,3.2280642852919703,3.74111048152958
0.083,3.23654256172252,3.74476610161269
0.0835,3.30647399294751,3.8309537052310496
0.084,3.2847315682489104,3.8895359564465695
0.0845,3.25247211014929,3.9442375568011703
0.085,3.2297013792554403,3.94043882120908
0.0855,3.17553136140217,3.8770496400845293
0.086,3.17005460980726,3.8512813029118105
0.0865,3.17120505769031,3.79073480028144
0.087,3.20970998445921,3.75613970008446
0.0875,3.2836273909038103,3.82351494717251
0.08800000000000001,3.25618099068237,3.8268305262170803
0.0885,3.2351581666952995,3.8204162239754997
0.08900000000000001,3.24281845444404,3.85741441238926
0.0895,3.2541755352010093,3.89050181266581
0.09,3.3068952648588104,3.8736719822530494
0.0905,3.3275411462799305,3.8653394572004505
0.091,3.2746877710073297,3.87221718348612
0.0915,3.24751846631328,3.87309318863706
0.092,3.26217949349615,3.83513575629717
0.0925,3.30934807901069,3.76767561502312
0.09300000000000001,3.29014040414248,3.7481783129908104
0.0935,3.26121750471179,3.7077210428570897
0.094,3.29129508980484,3.7595263969408603
0.0945,3.3297488395493597,3.80664360997014
0.095,3.37718975525308,3.82241183255379
0.0955,3.36018269890361,3.8742665820119204
0.096,3.3612577374,3.8900115651700498
