t,x,y
0.0005,3.6428864077976,3.5667615061928704
0.001,3.64968214165,3.5954347543762304
0.0015,3.6694913116289998,3.61440618510296
0.002,3.6489823194465,3.65553760985228
0.0025,3.66664927342787,3.58209347182366
0.003,3.6616650513511604,3.61572664328448
0.0035,3.69861851575346,3.67604917753284
0.004,3.69378672932197,3.75377595586931
0.0045,3.69237521012645,3.79923242123865
0.005,3.73504595823673,3.8444589974898498
0.0055,3.6749856869980198,3.82295717501118
0.006,3.6447838663158194,3.78818926147869
0.0065,3.6872225483545695,3.75922066995713
0.006999999999999999,3.70252094898049,3.80402552459077
0.0075,3.73693641881978,3.7947370160572897
0.008,3.7091118822549505,3.8291197114102697
0.0085,3.66046553103918,3.8275577733488197
0.009000000000000001,3.68429320014337,3.8259012269407897
0.0095,3.6718045322179003,3.8133089907099302
0.01,3.65456346975123,3.79724989791256
0.0105,3.6576902913207503,3.7490161723715096
0.011000000000000001,3.6088203954169797,3.74269732995611
0.0115,3.57821172335563,3.71856013175233
0.012,3.5615043500700803,3.7147226209000404
0.0125,3.5671202866938,3.68139430018103
0.013000000000000001,3.5334597808796095,3.66165456182073
0.0135,3.5383315306766896,3.7283433793952203
0.013999999999999999,3.5620756626694603,3.7501096137800896
0.0145,3.6182452001501,3.7617329356032
0.015,3.6180835076797404,3.7463014096747704
0.0155,3.61623499368179,3.69030844141344
0.016,3.64166283043216,3.71893635689197
0.0165,3.65158881512122,3.7224535751048
0.017,3.65413689701315,3.69320577122625
0.0175,3.6798038510658597,3.6784882915522497
0.018000000000000002,3.7297381237564395,3.6823150460283194
0.0185,3.77054440528773,3.61684471016091
0.019,3.80340014867347,3.5963760190190697
0.0195,3.7882022817554803,3.5752181081751
0.02,3.78181617594195,3.58687341209068
0.0205,3.7791847877686804,3.5169822916168396
0.021,3.8105720993479197,3.5025106428357797
0.0215,3.89376433465908,3.5639820397174597
0.022000000000000002,3.9501811776760296,3.5386007966050297
0.0225,4.02175566408052,3.49515796975584
0.023,4.00762247272651,3.5604999578758103
0.0235,4.0257260786736,3.5394198668219303
0.024,4.04256491948293,3.5841297027327697
0.0245,4.011657038934549,3.6494792064137203
0.025,4.0204384951368795,3.70175838698735
0.0255,3.98315432219523,3.7153128077367596
0.026000000000000002,3.9755667159966297,3.7168754637603096
0.0265,3.99654352462817,3.7188056350323397
0.027000000000000003,4.00399012767879,3.7237986793147795
0.0275,3.9777436381725604,3.68385842541287
0.027999999999999997,3.9547712243686894,3.72306440030464
0.0285,3.95631341684302,3.74129467596094
0.028999999999999998,4.030315841396851,3.78613335757523
0.0295,4.08437338297628,3.78690094578644
0.03,4.14210742680335,3.77845105534919
0.0305,4.10497967403301,3.7987151244378503
0.031,4.1405129173607005,3.81697982267738
0.0315,4.2056685895232,3.8591889359070803
0.032,4.26396718740926,3.85148011117311
0.0325,4.2825338007591895,3.8400999285177404
0.033,4.24315180158025,3.8376263033300604
0.0335,4.20085501130725,3.78560777489699
0.034,4.1421396316721,3.78634128390145
0.0345,4.10404993366929,3.7324876518003305
0.035,4.0980172842896,3.70644053996398
0.0355,4.0653166381006605,3.7424949709149
0.036000000000000004,4.04295307489798,3.73551691411959
0.0365,4.00569315844811,3.64958130320638
0.037000000000000005,3.9398360765995895,3.57190520252155
0.0375,3.9581777298611898,3.47450757446373
0.038,3.90795701311756,3.42819876485092
0.0385,3.95990952134372,3.4469032342624404
0.039,3.91826944538697,3.48843586041844
0.0395,3.88742610457362,3.5666988489024902
0.04,3.8229927712962097,3.49609674292013
0.0405,3.8153869645637597,3.48543602682891
0.040999999999999995,3.79915881217495,3.46162938379354
0.0415,3.77763868677935,3.48775665936809
0.042,3.7389766570347898,3.5175416746030996
0.0425,3.7122253748426903,3.56049885919867
0.043,3.69310641917081,3.53590327327042
0.0435,3.73735791927834,3.56985101163498
0.044000000000000004,3.69034474961334,3.5994449221033102
0.0445,3.7384248917522998,3.6021576021218995
0.045,3.77216806880566,3.58454717742805
0.0455,3.81303162104922,3.5615620775639703
0.046,3.7989354769304704,3.5018032021341603
0.0465,3.8568925665872,3.43641934451743
0.047,3.8515962747837595,3.42750926770787
