X,Y,TrackID,t
2.4062274186572994,3.055332340034913,1,0.0
2.3851412585146696,3.0032938902902013,1,0.01
2.2011322225017316,3.0718945779393034,1,0.02
2.242668080194546,3.037861053625869,1,0.03
2.1809300243935965,3.0074696350668186,1,0.04
2.2248225360021516,2.9515605998344716,1,0.05
2.3056207743390673,2.744396968126548,1,0.06
2.3056207743390673,2.744396968126548,1,0.07
2.3041756516326233,2.7152077571331144,1,0.08
2.282584216559196,2.6532610803376757,1,0.09
2.282584216559196,2.6532610803376757,1,0.1
2.321543195678796,2.7151720393420447,1,0.11
2.3961002393604263,2.750701990470876,1,0.12
2.361036817723636,2.8052321780307574,1,0.13
2.2595891688273624,2.850489877089798,1,0.14
2.2595891688273624,2.850489877089798,1,0.15
2.1166571523437003,2.9047902178726335,1,0.16
2.128990448931028,2.807695609412039,1,0.17
2.1149812715561436,2.8351673772458916,1,0.18
2.1149812715561436,2.8351673772458916,1,0.19
2.124763117037742,2.8001135529500365,1,0.2
2.1904534269453513,2.8326993042597364,1,0.21
2.2412286177831717,2.7826832498854586,1,0.22
2.2847323547391505,2.7806699474005896,1,0.23
2.31069158282723,2.875115608919894,1,0.24
2.2587559561363313,2.8496882859322534,1,0.25
2.2587559561363313,2.8496882859322534,1,0.26
2.243225723143919,2.8794765642493965,1,0.27
2.3018641246683265,2.9861338679058793,1,0.28
2.3018641246683265,2.9861338679058793,1,0.29
2.3232165239903213,2.9489823006564735,1,0.3
2.3406876443688183,2.9160393108220783,1,0.31
2.1985830171175174,2.8208573884316954,1,0.32
2.117192201133458,2.877434133737238,1,0.33
2.09836539696205,2.867515086175858,1,0.34
2.117856865973076,2.8387034698525127,1,0.35000000000000003
2.144516543669193,2.7975690917409457,1,0.36
2.1330417103229387,2.774837284479736,1,0.37
2.1330417103229387,2.774837284479736,1,0.38
2.2278722597090996,2.7167617329375413,1,0.39
2.2278722597090996,2.7167617329375413,1,0.4
2.118211852145164,2.6376819342817672,1,0.41000000000000003
2.055711613618139,2.6657728282610287,1,0.42
2.0231412734183496,2.6390018908188746,1,0.43
1.976973148212296,2.6174960669484575,1,0.44
2.0048663693999305,2.597331927704772,1,0.45
1.9577699746980415,2.631421342102439,1,0.46
1.9680072652662886,2.5775804188630733,1,0.47000000000000003
1.9495886340651762,2.6481696953867573,1,0.48
2.004398732248799,2.595724173625154,1,0.49
2.046517453987332,2.562107926424959,1,0.5
2.004398732248799,2.595724173625154,1,0.51
2.004398732248799,2.595724173625154,1,0.52
1.9557319708168799,2.602191544237602,1,0.53
1.9700482454648216,2.5709987261335896,1,0.54
1.9714111028959904,2.5809561066705395,1,0.55
1.9584115762860772,2.6256803148395456,1,0.56
1.9584115762860772,2.6256803148395456,1,0.5700000000000001
1.970878735139245,2.573129635504781,1,0.58
1.975346896296457,2.6022385091234135,1,0.59
1.967547330425465,2.5840343725982393,1,0.6
1.9940094034191653,2.6275163302758324,1,0.61
1.9926085929037278,2.6036269112026074,1,0.62
2.0014326875458903,2.598701342795478,1,0.63
1.9830404822350545,2.6371158967829325,1,0.64
2.0020528898176995,2.5778856519382196,1,0.65
2.0020528898176995,2.5778856519382196,1,0.66
1.9888011945977648,2.6222516662457145,1,0.67
2.0135393031647917,2.632649635506147,1,0.68
2.0454395053217858,2.614542091892634,1,0.6900000000000001
2.0595936339174883,2.648560712650837,1,0.7000000000000001
2.0222317833511725,2.627610827314533,1,0.71
2.0476893109893415,2.6587508574989203,1,0.72
2.0476893109893415,2.6587508574989203,1,0.73
2.0551523073575275,2.5789230825169938,1,0.74
2.0620054098313996,2.523361225140813,1,0.75
2.0347821702625133,2.4469876434537245,1,0.76
2.007414330378389,2.468161569740938,1,0.77
2.007414330378389,2.468161569740938,1,0.78
2.0316043549367495,2.4379799884378173,1,0.79
2.0316043549367495,2.4379799884378173,1,0.8
1.9895766973676352,2.4770572234702635,1,0.81
1.9506471828143146,2.4751573827305053,1,0.8200000000000001
1.9711634847077733,2.416098627196212,1,0.8300000000000001
1.893325927710455,2.456936696697658,1,0.84
1.8991996840214145,2.3930162027164403,1,0.85
1.8991996840214145,2.3930162027164403,1,0.86
1.8991996840214145,2.3930162027164403,1,0.87
1.8991996840214145,2.3930162027164403,1,0.88
1.8528083656548011,2.3500024023342845,1,0.89
1.8528083656548011,2.3500024023342845,1,0.9
1.8805336962613142,2.340100458295057,1,0.91
1.8833385159043394,2.304517290526351,1,0.92
1.8532616546747849,2.3331924477055788,1,0.93
1.8853788132399179,2.3328430573548125,1,0.9400000000000001
1.8853788132399179,2.3328430573548125,1,0.9500000000000001
1.8736187333943795,2.3909641793936407,1,0.96
1.8736187333943795,2.3909641793936407,1,0.97
1.8929099906946776,2.3605667273628246,1,0.98
1.8929099906946776,2.3605667273628246,1,0.99
1.9214676990202408,2.3474836317376004,1,1.0
1.933794951482892,2.3192717105401353,1,1.01
1.941638613448259,2.3288642742154484,1,1.02
1.867934954247782,2.3964444795672137,1,1.03
1.8487345924190133,2.369220619765022,1,1.04
1.8937906786035015,2.3484330735319014,1,1.05
1.917529664669584,2.358873826504998,1,1.06
1.9500330476086634,2.3201644480675836,1,1.07
1.9423300666206573,2.328324383432849,1,1.08
1.950042611160257,2.3232167372525256,1,1.09
1.9336510879730555,2.3238538017572927,1,1.1
1.8919812261969158,2.3262610909355064,1,1.11
1.9336510879730555,2.3238538017572927,1,1.12
1.9105433358695172,2.317818785506878,1,1.1300000000000001
1.9105433358695172,2.317818785506878,1,1.1400000000000001
1.8664855104462885,2.3325424116634195,1,1.1500000000000001
1.8664855104462885,2.3325424116634195,1,1.16
1.8997027192573614,2.343853375471604,1,1.17
1.8960835068158757,2.313864003702574,1,1.18
1.8960835068158757,2.313864003702574,1,1.19
1.9343945612419011,2.3265452442261543,1,1.2
1.929613667124855,2.356599412794724,1,1.21
1.9329768121542399,2.340385240773683,1,1.22
1.9148556640459629,2.3596569697362058,1,1.23
1.9762619482101502,2.3919701762596937,1,1.24
1.7613481087721352,2.4305170036224713,1,1.25
1.8423456049651352,2.377369027592173,1,1.26
1.8229482220519384,2.4089182269640896,1,1.27
1.8426531092618752,2.389823119513865,1,1.28
1.8426531092618752,2.389823119513865,1,1.29
1.8426531092618752,2.389823119513865,1,1.3
1.790618366497601,2.447553721097001,1,1.31
1.704319430949968,2.3746982923073996,1,1.32
1.6037397492469614,2.381327524602507,1,1.33
1.6219215388775112,2.4406157382399396,1,1.34
1.665035556588208,2.3966154664993575,1,1.35
1.6883341133322405,2.240711069619476,1,1.36
1.6093043565435543,2.2687662132026722,1,1.37
1.6093043565435543,2.2687662132026722,1,1.3800000000000001
1.6920254153726326,2.1715943655998906,1,1.3900000000000001
1.6920254153726326,2.1715943655998906,1,1.4000000000000001
1.6528272685871204,2.1961238891362327,1,1.41
1.7096411968347673,2.166870627313387,1,1.42
1.730012327664078,2.0947857590694374,1,1.43
1.7043684861270567,2.093089424222496,1,1.44
1.730012327664078,2.0947857590694374,1,1.45
1.7457913286756426,2.0610260687405217,1,1.46
1.7457913286756426,2.0610260687405217,1,1.47
1.7052451708040846,2.0742280413145058,1,1.48
1.5778534904900563,2.1889957016396133,1,1.49
1.5194542660007777,2.213935349099011,1,1.5
1.5778534904900563,2.1889957016396133,1,1.51
1.6176029763681528,2.250580625827015,1,1.52
1.6631771288681372,2.286612840813817,1,1.53
1.66236263661545,2.264394759383953,1,1.54
1.5836847134550227,2.424039855511071,1,1.55
1.6760170271988297,2.3911811655346105,1,1.56
1.6229009983107137,2.363165086641734,1,1.57
1.6229009983107137,2.363165086641734,1,1.58
1.6005481027653763,2.3823829858162893,1,1.59
1.5751828835265205,2.3139904096038997,1,1.6
1.6161669404609982,2.4149577291290396,1,1.61
1.674325080879273,2.4425120202247745,1,1.62
1.674325080879273,2.4425120202247745,1,1.6300000000000001
1.6073036843517354,2.484697922479001,1,1.6400000000000001
1.6191361963079316,2.4896565889482862,1,1.6500000000000001
1.6202157021977448,2.51898267627746,1,1.6600000000000001
1.6576291844725453,2.524615104473956,1,1.67
1.674762984414585,2.5911716166149446,1,1.68
1.674844350649067,2.588553583435709,1,1.69
1.6924670425077146,2.614422856162423,1,1.7
1.8045867720976996,2.47226233206919,1,1.71
1.8311899967580394,2.407334464950595,1,1.72
1.9065817787284771,2.3360794212234914,1,1.73
1.9065817787284771,2.3360794212234914,1,1.74
1.9182221408420062,2.3993383688071743,1,1.75
1.9789844737231952,2.377060455131606,1,1.76
1.9913522031581217,2.3632855793045446,1,1.77
2.00469711289216,2.327160157162176,1,1.78
2.007776943199525,2.326644185314418,1,1.79
2.027930530218668,2.318080548415566,1,1.8
2.040801504403013,2.3167785108994132,1,1.81
2.0375373654264495,2.3162818246655283,1,1.82
1.9888884976459082,2.3123858016250884,1,1.83
1.9888884976459082,2.3123858016250884,1,1.84
1.9793043011236497,2.2670503910186186,1,1.85
1.9654398825413189,2.2306681733289615,1,1.86
1.9369707825730063,2.237249995130783,1,1.87
1.9654398825413189,2.2306681733289615,1,1.8800000000000001
1.8615917786802,2.175154076235979,1,1.8900000000000001
1.8615917786802,2.175154076235979,1,1.9000000000000001
1.8615917786802,2.175154076235979,1,1.9100000000000001
1.8996174405212218,2.128112838279254,1,1.92
1.948948430891276,2.0762674222362416,1,1.93
1.9537619520972997,2.0964605476007754,1,1.94
1.9363064035751127,2.051007126027959,1,1.95
1.8777525527262755,1.9200462164437975,1,1.96
1.8777525527262755,1.9200462164437975,1,1.97
1.87726636993172,1.9282703611301022,1,1.98
1.871922863026265,1.9270411191794434,1,1.99
1.8772084794451358,1.9825313537488882,1,2.0
1.880047558140026,1.9579549679980446,1,2.0100000000000002
1.8713957471570213,1.9821595650001436,1,2.02
1.8800936043589376,1.8190919061686175,1,2.0300000000000002
1.8800936043589376,1.8190919061686175,1,2.04
1.8650985048834805,1.8106137926216543,1,2.05
1.8800936043589376,1.8190919061686175,1,2.06
1.8610541536953662,1.826995438254253,1,2.07
1.8610541536953662,1.826995438254253,1,2.08
1.8617253284480761,1.8444918971280908,1,2.09
1.8681308720614167,1.8191795553159387,1,2.1
1.9328295233755752,1.7509497625706905,1,2.11
1.9328295233755752,1.7509497625706905,1,2.12
1.923304995751738,1.7870190540756223,1,2.13
1.9123242689175133,1.6967192461379177,1,2.14
1.9270448105844147,1.704639842510825,1,2.15
1.9251872264496186,1.7434689396874903,1,2.16
1.9282052230395135,1.7518452851860093,1,2.17
1.9282052230395135,1.7518452851860093,1,2.18
1.9608175052768453,1.7025943138732371,1,2.19
1.9359812545570405,1.6546045482437564,1,2.2
1.9707184810396547,1.663943800178222,1,2.21
1.8944689982538816,1.7476221074236566,1,2.22
1.8944689982538816,1.7476221074236566,1,2.23
1.9457794112471083,1.7404871312208838,1,2.24
1.8939053724402448,1.7886455492683977,1,2.25
1.926170825878829,1.7921217408522851,1,2.2600000000000002
1.9784413447128568,1.7793305533353656,1,2.27
2.022270983248809,1.7050973853333717,1,2.2800000000000002
1.9872782119582066,1.7351863085689723,1,2.29
2.056518986836783,1.6473332051488623,1,2.3000000000000003
2.023037505192338,1.5910542910611527,1,2.31
1.9993351214988786,1.5522195720695815,1,2.32
1.9375756941836544,1.5798493610833384,1,2.33
1.9164114277185615,1.4485247424771153,1,2.34
1.8626822403600418,1.4977142914934152,1,2.35
1.9035346359433356,1.4767041506338967,1,2.36
1.8791420594979538,1.29860743196711,1,2.37
1.8791420594979538,1.29860743196711,1,2.38
1.8791420594979538,1.29860743196711,1,2.39
1.8791420594979538,1.29860743196711,1,2.4
1.8804412084251625,1.2127820658163895,1,2.41
1.8855951707658096,1.1731380063315389,1,2.42
1.8855951707658096,1.1731380063315389,1,2.43
1.948783022916194,1.090146679500983,1,2.44
1.9487719329630484,1.1800306117226946,1,2.45
2.0113098714525233,1.1992105006908353,1,2.46
2.0113098714525233,1.1992105006908353,1,2.47
1.9589820047541973,1.2595604475731896,1,2.48
2.0049527893957624,1.2018545815580215,1,2.49
2.0339778808043736,1.2238976909494061,1,2.5
2.0595103838519253,1.2648889244812052,1,2.5100000000000002
2.1722382618996248,1.3315247614206955,1,2.52
2.104332670693071,1.2979080685909523,1,2.5300000000000002
2.104332670693071,1.2979080685909523,1,2.54
2.0904005463179622,1.2655581615719103,1,2.5500000000000003
2.1944526648262266,1.1936550194743818,1,2.56
2.1791405761786455,1.2180623897969014,1,2.57
2.14355637030932,1.20933547813236,1,2.58
2.217710343788015,1.1441943140561714,1,2.59
2.217710343788015,1.1441943140561714,1,2.6
2.1150047603336386,1.1158500633297963,1,2.61
2.2173141452054117,1.125841505178406,1,2.62
2.2173141452054117,1.125841505178406,1,2.63
2.2428064712598252,1.1320586940128285,1,2.64
2.2428064712598252,1.1320586940128285,1,2.65
2.3060381648732626,1.1993112617672497,1,2.66
2.367034881280715,1.236946695675042,1,2.67
2.3722685065351,1.3088750788648988,1,2.68
2.3963038191837778,1.1950895016439373,1,2.69
2.289075325658088,1.2428318159670753,1,2.7
2.3029936222704204,1.2340254910481663,1,2.71
2.320666339383752,1.2383000336043348,1,2.72
2.450081559483939,1.142428051821858,1,2.73
2.3918437413537075,1.19388990249814,1,2.74
2.3380464509394705,1.2459196763820595,1,2.75
2.319662508500002,1.323224004180569,1,2.7600000000000002
2.321967192785272,1.2927193051652612,1,2.77
2.305446323624031,1.2907007323679884,1,2.7800000000000002
2.177805190850397,1.2671253540627556,1,2.79
2.177805190850397,1.2671253540627556,1,2.8000000000000003
2.177805190850397,1.2671253540627556,1,2.81
2.231027124535124,1.2567806844766747,1,2.82
2.1948995358310546,1.3420754210262669,1,2.83
2.2674141984517657,1.198655187608407,1,2.84
2.2674141984517657,1.198655187608407,1,2.85
2.210488751238994,1.230635389600826,1,2.86
2.210488751238994,1.230635389600826,1,2.87
2.178453266797604,1.23783224972725,1,2.88
2.289752333531926,1.0908479277876595,1,2.89
2.226009571315837,1.1932895109654742,1,2.9
2.226009571315837,1.1932895109654742,1,2.91
2.207883350872975,1.1443540630166122,1,2.92
2.207883350872975,1.1443540630166122,1,2.93
2.207883350872975,1.1443540630166122,1,2.94
2.2457261982367824,1.0943244493022206,1,2.95
2.239485443800695,1.1218219679358423,1,2.96
2.251437286141215,1.1646792298563893,1,2.97
2.251437286141215,1.1646792298563893,1,2.98
2.384010544217213,1.1567813075246751,1,2.99
2.384010544217213,1.1567813075246751,1,3.0
2.3364569445152585,1.2221339939049831,1,3.0100000000000002
2.405357553992721,1.1772157445552882,1,3.02
2.405357553992721,1.1772157445552882,1,3.0300000000000002
2.418277353099657,1.2079767301417388,1,3.04
2.401726680564266,1.2210711485379169,1,3.0500000000000003
2.3047583524550586,1.3488219453178365,1,3.06
2.364706493501722,1.3264467788967855,1,3.0700000000000003
2.364706493501722,1.3264467788967855,1,3.08
2.4826946184679577,1.3723748706075876,1,3.09
2.4826946184679577,1.3723748706075876,1,3.1
2.4460093952279305,1.4108618838900928,1,3.11
2.4295256374806926,1.4501408838010736,1,3.12
2.6439442540227227,1.327548081715466,1,3.13
2.7622544921428767,1.2453027544717874,1,3.14
2.7622544921428767,1.2453027544717874,1,3.15
2.7414337666589534,1.2340680534146504,1,3.16
2.7414337666589534,1.2340680534146504,1,3.17
2.7414337666589534,1.2340680534146504,1,3.18
2.7414337666589534,1.2340680534146504,1,3.19
2.719461436801655,1.2561630040592728,1,3.2
2.7372840825185247,1.271985405809879,1,3.21
2.642673518391031,1.3967930027647415,1,3.22
2.699441006309301,1.4216076671928939,1,3.23
2.755386148512793,1.478612363173593,1,3.24
2.7988051756880976,1.4743224432729058,1,3.25
2.809152914149908,1.4537937084943853,1,3.2600000000000002
2.753568765135721,1.4850615381792223,1,3.27
2.753568765135721,1.4850615381792223,1,3.2800000000000002
2.7522477582805327,1.5336053614873093,1,3.29
2.812693990042055,1.533850506279924,1,3.3000000000000003
2.891430300311642,1.4586248283166736,1,3.31
2.891430300311642,1.4586248283166736,1,3.3200000000000003
2.769958650533164,1.5968973025819655,1,3.33
2.8897245469701036,1.5933869142387005,1,3.34
2.8682174765529687,1.6825796575752725,1,3.35
2.8682174765529687,1.6825796575752725,1,3.36
2.9574451281956162,1.670492832851996,1,3.37
2.9693835140055067,1.7129331199266427,1,3.38
3.0803907398434394,1.6927561389390706,1,3.39
3.0803907398434394,1.6927561389390706,1,3.4
3.1013372139720623,1.7106379037189314,1,3.41
3.10187830291493,1.699543068369501,1,3.42
3.0781676631489656,1.7672060582325302,1,3.43
3.0781676631489656,1.7672060582325302,1,3.44
2.9939279129250034,1.890908778893635,1,3.45
3.067634663574202,1.8495393461155802,1,3.46
3.0767010525004337,1.7890884337107205,1,3.47
3.111643654197831,1.790321359486531,1,3.48
3.0743596097085812,1.7470510955611993,1,3.49
3.111643654197831,1.790321359486531,1,3.5
3.1265975005305795,1.7606851736247564,1,3.5100000000000002
3.1854441911883775,1.7551230323131246,1,3.52
3.236592971768591,1.7457247443396442,1,3.5300000000000002
3.2638167153843014,1.7500868775752745,1,3.54
3.2944791517781074,1.734618647953626,1,3.5500000000000003
3.3636389870257197,1.763097411369805,1,3.56
3.28275762936279,1.7778187974362012,1,3.5700000000000003
3.2879768867353554,1.8441755697436757,1,3.58
3.2879768867353554,1.8441755697436757,1,3.59
3.241772637287743,1.8316112973417589,1,3.6
3.2916115183294026,1.8132515187884648,1,3.61
3.2530008120832554,1.8459432974155365,1,3.62
3.3252643018340526,1.7960544885972554,1,3.63
3.2927258600493023,1.781143284111575,1,3.64
3.256275659039144,1.7785076325622755,1,3.65
3.302659779886891,1.7811295933632443,1,3.66
3.305257034858318,1.7736569010445595,1,3.67
3.302112318817937,1.8087301640022364,1,3.68
3.302112318817937,1.8087301640022364,1,3.69
3.302112318817937,1.8087301640022364,1,3.7
3.3200146876489813,1.8296988481318417,1,3.71
3.291571625573471,1.8786965851796777,1,3.72
3.2559245754389883,1.8779421564377787,1,3.73
3.3042293063837063,1.7701466838090063,1,3.74
3.2881682489361066,1.8587339829657583,1,3.75
3.2881682489361066,1.8587339829657583,1,3.7600000000000002
3.2881682489361066,1.8587339829657583,1,3.77
3.302365566142179,1.8941374514900078,1,3.7800000000000002
3.2443401129484988,1.9240344503630313,1,3.79
3.302365566142179,1.8941374514900078,1,3.8000000000000003
3.284841695240306,1.9340491108575368,1,3.81
3.2241688736202825,1.9980122145172055,1,3.8200000000000003
3.291315981411571,1.9376446536641128,1,3.83
3.2371352196095344,1.8461201302139323,1,3.84
3.1414016387696946,1.9503211153980964,1,3.85
3.2233642708242543,1.946218564834662,1,3.86
3.266895290895267,2.0074224861117833,1,3.87
3.130269972292579,1.985247229952743,1,3.88
3.130269972292579,1.985247229952743,1,3.89
3.130269972292579,1.985247229952743,1,3.9
3.182152494004861,1.9266362188342618,1,3.91
3.182152494004861,1.9266362188342618,1,3.92
3.271181773353345,1.933114385512632,1,3.93
3.2954719579343292,1.9632702196927472,1,3.94
3.2954719579343292,1.9632702196927472,1,3.95
3.5240682408780852,1.8704943698625216,1,3.96
3.5125905881789765,1.994950299616309,1,3.97
